work_key,title,authors,first_publish_year,subjects,description,cover_url,source
/works/OL13629644W,Rain forest literatures,Lúcia Sá,2004,"Latin American literature; Indian influences; Indian literature; History and criticism; Acculturation; LITERARY CRITICISM; Caribbean & Latin American; Literatura hispano-americana (história e crítica); Latin american literature, history and criticism; Indian literature, history and criticism",,https://covers.openlibrary.org/b/id/8713095-M.jpg,subject:indian_literature
/works/OL13668555W,American Indian literary nationalism,"Jace Weaver, Jace Weaver, Craig S. Womack, Robert Warrior",2005,"Ethnic identity; Indian authors; Indians of North America; Indian literature; Intellectual life; History and criticism; American literature; Indigenous peoples; Literary studies: general; Literature - Classics / Criticism; Literary Criticism; American - Native American; USA; Political Ideologies - Nationalism; Literary Criticism & Collections / Native American; United States; American literature, indian authors, history and criticism; Indians of north america, ethnic identity",,https://covers.openlibrary.org/b/id/629752-M.jpg,subject:indian_literature
/works/OL1890403W,OFF THE RESERVATION,Paula Gunn Allen,1998,"English essays; American literature; Indian authors; Indians of North America; History; LITERARY COLLECTIONS; Essays; American essays; Essays (single author); Indians of north america, cultural assimilation; Indians of north america, culture; Indians of north america, social conditions; Feminism; Indian literature; History and criticism; Indian women","Off the Reservation gives us the best of Allen's political essays, literary criticism, and personal reflections.

In section one, ""Haggles/gynosophies"" (haggles being a persuasive speech in which a hag engages), Allen offers powerful critiques of the Western social constructs of proprietorship, literacy, individualism, and ""rape culture"" contrasted with the communal and spiritual connection to the earth that characterizes native societies. ""Wyrds/orthographies"" presents some of the best analysis of Native American literature of the late twentieth century, including the work of N.

Scott Momaday, Leslie Marmon Silko, and Mary Tallmountain.",https://covers.openlibrary.org/b/id/588011-M.jpg,subject:indian_literature
/works/OL17998699W,Dante,Anne Paolucci,2004,"Influence; American literature; Italian influences; Indian literature; Dante alighieri, 1265-1321; American literature, foreign influences",,https://covers.openlibrary.org/b/id/4852056-M.jpg,subject:indian_literature
/works/OL1636885W,Literaturas precolombinas de México,Miguel León Portilla,1969,"Folk literature, Indian; History and criticism; Indian Folk literature; Indian literature; Mayan literature; Nahuatl literature; Aztec literature; Indigenes Volk; Mayan; Mixtec; Literatur; Aztec; Littérature maya; History; Literature; Histoire et critique; Littérature nahuatl; Ureinwohner; Littérature indienne d'Amérique; Mexican literature, translations into english","""Presents Mexican myths and sacred hymns, lyric poetry, rituals, drama and various forms of prose, accompanied by informed criticism and comment ... from the Aztecs, the Mayas, the Mixtecs and Zapotecs of Oaxaca, the Tarascans of Michoacan, the Otomis of central Mexico, and others.""",https://covers.openlibrary.org/b/id/584228-M.jpg,subject:indian_literature
/works/OL44323003W,Origins – Curse of Kuru,Surendra Pavuluri,2025,Mahabharata; Indian mythology; epic fantasy; Yayati; Puru; Kuru dynasty; Hindu mythology; retelling; Indian literature; mythic fiction; ancient India; destiny; dharma,"Origins — Curse of Kuru is the opening chapter of The Mahabharata Saga, a cinematic 21-book retelling of India’s greatest epic. It explores the ancient origins of the Kuru dynasty, weaving mythology, fantasy, and history through the story of Yayati, Puru, and the curse that shapes destiny. Surendra Pavuluri reimagines India’s timeless legend with visual storytelling and emotional depth—crafted for both readers and filmmakers alike.",https://covers.openlibrary.org/b/id/15138092-M.jpg,subject:indian_literature
/works/OL18173971W,Native American discourse,"Joel Sherzer, Anthony C. Woodbury",1987,"Analisis literario; Verteltheorie; Indian literature; Indios de America del Norte; Languages; Langues indiennes d'Amerique; Indian Folk literature; Litterature indienne; Analyse du discours; Indianentalen; Indians of North America; Litterature indienne d'Amerique; History and criticism; Histoire et critique; Maya Quiche (Idioma); Folklore indien; Discourse analysis; Discurso; Indians of Central America; Analisis; Indian literature, history and criticism; Indians of south america, languages; Indians of north america, languages; Indians","Originally published in 1987, the aim of this book is to advance a fresh perspective on the presentation, philology, analysis, and interpretation of oral literature and verbal art. Developed through commentaries and analysis of a range of texts from Native American communities, past and present, this original approach is centered on discourse, which the contributors take as being the richest point of intersection among language, culture, society, and individual expression. In discourse, individuals draw on their own artistry at the same time as they draw on the special and unique resources of the language and culture of their communities.",https://covers.openlibrary.org/b/id/8335623-M.jpg,subject:indian_literature
/works/OL4946845W,A city of children and other stories,Shouri Daniels,1986,Indian literature,,https://covers.openlibrary.org/b/id/1739846-M.jpg,subject:indian_literature
/works/OL11612788W,Urban voices,"Intertribal Friendship House (Oakland, Calif.) Community History Project.",2002,"Indians of North America; Folklore; History; Indians of north america, history; Indian literature","In the 1950s, Native people from all over the United States moved to the San Francisco Bay Area as part of the Bureau of Indian Affairs Relocation Program. Oakland was a major destination of this program, and once there, Indian people arriving from rural and reservation areas had to adjust to urban living. They did it by creating a cooperative, multi-tribal community--not a geographic community, but rather a network of people linked by shared experiences and understandings. The Intertribal Friendship House in Oakland became a sanctuary during times of upheaval in people's lives and the heart of a vibrant American Indian community. This album of essays, photographs, stories, and art chronicles some of the people and events that have played--and continue to play--a role in the lives of Native families in the Bay Area Indian community over the past seventy years. It offers insight into American Indian activism of the 1960s and '70s--including the occupation of Alcatraz--and shows how the Indian community continues to be created and re-created for future generations. [back cover].",https://covers.openlibrary.org/b/id/9764026-M.jpg,subject:indian_literature
/works/OL957302W,Literatura indígena americana,Ernesto Cardenal,1960,Indian literature; Translations into Spanish; Indians in literature; Translations; Spanish literature,,,subject:indian_literature
/works/OL544053W,Native literature in Canada from the oral tradition to the present,Penny Petrone,1990,"Canada; Canadian literature; History and criticism; Indian Folk literature; Indian authors; Indian literature; Indians in literature; Indians of North America; Intellectual life; Oral tradition; Canadian literature, history and criticism",,https://covers.openlibrary.org/b/id/3979067-M.jpg,subject:indian_literature
